""
31,"[('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c10[4]', ('205488188559934.010002ï£ºSï£ºï£ºï£ºGBPUSD1401600010001ï£ºGB0010001ï£ºï£º1ï£º131ï£º-2000ï£ºï£ºï£ºï£ºï£º14016ï£º20220420ï£ºGBPï£º-1445.71ï£º1.38340331ï£ºFT22110RQLY0ï£ºï£ºï£º75ï£ºFT22110RQLY0ï£ºFTï£º20220420ï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£º20220420ï£ºREVEï£ºTRï£º1ï£ºï£ºï£ºCREDITï£ºAC.1.TR.GBP.14016............GB0010001ï£ºï£ºNON-CONTINGENTï£º20220420ï£º1ï£º81885_INPUTTER.BSGï£º81885_INPUTTER.BSGï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºSTMT.ENTRYï£º240403143923682', '205488188559934.010002ï£ºSï£ºï£ºï£ºGBPUSD1401600010001ï£ºTHISISMYCHANGEï£ºï£º1ï£º131ï£º-2000ï£ºï£ºï£ºï£ºï£º14016ï£º20220420ï£ºGBPï£º-1445.71ï£º1.38340331ï£ºFT22110RQLY0ï£ºï£ºï£º75ï£ºFT22110RQLY0ï£ºFTï£º20220420ï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£º20220420ï£ºREVEï£ºTRï£º1ï£ºï£ºï£ºCREDITï£ºAC.1.TR.GBP.14016............THISISMYCHANGEï£ºï£ºNON-CONTINGENTï£º20220420ï£º1ï£º81885_INPUTTER.BSGï£º81885_INPUTTER.BSGï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºSTMT.ENTRYï£º240403143923682')), ('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c16[1]', ('FUNDS.TRANSFER', 'IDIDIT')), ('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c16[2]', ('GB0010001', 'THISISMYCHANGE')), ('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c38', ('GB0010001', 'THISISMYCHANGE'))]",IN_FBNK_IF_EVENTS_INTE000|647d5c14-1989-44af-8ed2-521f1da16afe|11090702655,IN_FBNK_IF_EVENTS_INTE000|647d5c14-1989-44af-8ed2-521f1da16afe|11090702655,4,16
32,[],UP_FBNK_ACCT_ENT_TODAY|GBPUSD1401600010001!81885!20220420!1005|11090702655,UP_FBNK_ACCT_ENT_TODAY|GBPUSD1401600010001!81885!20220420!1005|11090702655,0,6
33,[],UP_FBNK_STMT_PRINTED|GBPUSD1401600010001!81885!20220420!1005-20220516|11090702655,UP_FBNK_STMT_PRINTED|GBPUSD1401600010001!81885!20220420!1005-20220516|11090702655,0,6
34,[],UP_FBNK_ACCT_ENT_TODAY|USD1406500010001!81885!20220420!1005|11090702655,UP_FBNK_ACCT_ENT_TODAY|USD1406500010001!81885!20220420!1005|11090702655,0,6
35,"[('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c10[4]', ('205488188559934.010003ï£ºSï£ºï£ºï£ºUSD1406500010001ï£ºGB0010001ï£ºï£º1ï£º246ï£º-2000.00ï£ºï£ºï£ºï£ºï£º14065ï£º20220420ï£ºUSDï£ºï£ºï£ºFT22110RQLY0ï£ºï£º20220420ï£º75ï£ºFT22110RQLY0ï£ºFTï£º20220420ï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£º20220420ï£ºREVEï£ºTRï£º1ï£ºï£ºï£ºCREDITï£ºAC.1.TR.USD.14065............GB0010001ï£ºï£ºNON-CONTINGENTï£º20220420ï£º1ï£º81885_INPUTTER.BSGï£º81885_INPUTTER.BSGï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºSTMT.ENTRYï£º240403143923710', '205488188559934.010003ï£ºSï£ºï£ºï£ºUSD1406500010001ï£ºTHISISMYCHANGEï£ºï£º1ï£º246ï£º-2000.00ï£ºï£ºï£ºï£ºï£º14065ï£º20220420ï£ºUSDï£ºï£ºï£ºFT22110RQLY0ï£ºï£º20220420ï£º75ï£ºFT22110RQLY0ï£ºFTï£º20220420ï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£º20220420ï£ºREVEï£ºTRï£º1ï£ºï£ºï£ºCREDITï£ºAC.1.TR.USD.14065............THISISMYCHANGEï£ºï£ºNON-CONTINGENTï£º20220420ï£º1ï£º81885_INPUTTER.BSGï£º81885_INPUTTER.BSGï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºSTMT.ENTRYï£º240403143923710')), ('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c16[1]', ('FUNDS.TRANSFER', 'IDIDIT')), ('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c16[2]', ('GB0010001', 'THISISMYCHANGE')), ('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c38', ('GB0010001', 'THISISMYCHANGE'))]",IN_FBNK_IF_EVENTS_INTE000|a3957278-7f98-4077-bb68-5afa5a7440be|11090702655,IN_FBNK_IF_EVENTS_INTE000|a3957278-7f98-4077-bb68-5afa5a7440be|11090702655,4,16
36,[],UP_FBNK_STMT_PRINTED|USD1406500010001!81885!20220420!1005-20220516|11090702655,UP_FBNK_STMT_PRINTED|USD1406500010001!81885!20220420!1005-20220516|11090702655,0,6
37,"[('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c10[4]', ('205488188559934.010004ï£ºSï£ºï£ºï£ºUSDGBP1401600010001ï£ºGB0010001ï£ºï£º1ï£º130ï£º2000ï£ºï£ºï£ºï£ºï£º14016ï£º20220420ï£ºUSDï£ºï£ºï£ºFT22110RQLY0ï£ºï£º20220420ï£º75ï£ºFT22110RQLY0ï£ºFTï£º20220420ï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£º20220420ï£ºREVEï£ºTRï£º1ï£ºï£ºï£ºDEBITï£ºAC.1.TR.USD.14016............GB0010001ï£ºï£ºNON-CONTINGENTï£º20220420ï£º1ï£º81885_INPUTTER.BSGï£º81885_INPUTTER.BSGï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºSTMT.ENTRYï£º240403143923741', '205488188559934.010004ï£ºSï£ºï£ºï£ºUSDGBP1401600010001ï£ºTHISISMYCHANGEï£ºï£º1ï£º130ï£º2000ï£ºï£ºï£ºï£ºï£º14016ï£º20220420ï£ºUSDï£ºï£ºï£ºFT22110RQLY0ï£ºï£º20220420ï£º75ï£ºFT22110RQLY0ï£ºFTï£º20220420ï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£º20220420ï£ºREVEï£ºTRï£º1ï£ºï£ºï£ºDEBITï£ºAC.1.TR.USD.14016............THISISMYCHANGEï£ºï£ºNON-CONTINGENTï£º20220420ï£º1ï£º81885_INPUTTER.BSGï£º81885_INPUTTER.BSGï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºSTMT.ENTRYï£º240403143923741')), ('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c16[1]', ('FUNDS.TRANSFER', 'IDIDIT')), ('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c16[2]', ('GB0010001', 'THISISMYCHANGE')), ('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c38', ('GB0010001', 'THISISMYCHANGE'))]",IN_FBNK_IF_EVENTS_INTE000|99bdf68e-8c99-45a6-94db-d47e773ae618|11090702655,IN_FBNK_IF_EVENTS_INTE000|99bdf68e-8c99-45a6-94db-d47e773ae618|11090702655,4,16
38,[],UP_FBNK_ACCT_ENT_TODAY|USDGBP1401600010001!81885!20220420!1005|11090702655,UP_FBNK_ACCT_ENT_TODAY|USDGBP1401600010001!81885!20220420!1005|11090702655,0,6
39,[],UP_FBNK_STMT_PRINTED|USDGBP1401600010001!81885!20220420!1005-20220516|11090702655,UP_FBNK_STMT_PRINTED|USDGBP1401600010001!81885!20220420!1005-20220516|11090702655,0,6
40,"[('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c10[4]', ('205488188559963.010001ï£ºSï£ºï£ºï£º13347ï£ºGB0010001ï£º100260ï£º2110ï£º247ï£º-2000ï£ºï£ºï£ºï£ºï£º1001ï£º20220420ï£ºGBPï£º-1445.71ï£º1.3834ï£ºFT22110RQLY0ï£ºRï£º20220420ï£º75ï£ºFT22110RQLY0ï£ºFTï£º20220420ï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£º20220420ï£ºREVEï£ºTRï£º1ï£ºï£ºï£ºCREDITï£ºAC.1.TR.GBP.1001.2001.US.....2330.....GB0010001ï£ºï£ºNON-CONTINGENTï£º20220420ï£º1ï£º81885_INPUTTER.BSGï£º81885_INPUTTER.BSGï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºSTMT.ENTRYï£º240403143923804', '205488188559963.010001ï£ºSï£ºï£ºï£º13347ï£ºTHISISMYCHANGEï£º100260ï£º2110ï£º247ï£º-2000ï£ºï£ºï£ºï£ºï£º1001ï£º20220420ï£ºGBPï£º-1445.71ï£º1.3834ï£ºFT22110RQLY0ï£ºRï£º20220420ï£º75ï£ºFT22110RQLY0ï£ºFTï£º20220420ï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£º20220420ï£ºREVEï£ºTRï£º1ï£ºï£ºï£ºCREDITï£ºAC.1.TR.GBP.1001.2001.US.....2330.....THISISMYCHANGEï£ºï£ºNON-CONTINGENTï£º20220420ï£º1ï£º81885_INPUTTER.BSGï£º81885_INPUTTER.BSGï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºSTMT.ENTRYï£º240403143923804')), ('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c10[5]', ('ï£ºï£ºï£ºï£º13347ï£ºGB0010001ï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£º20220420ï£ºBOOKINGï£º10842.83ï£ºï£º10119.97ï£ºï£º-2891.42ï£ºï£ºï£ºï£ºï£ºï£ºï£ºACCT.ACTIVTYï£º240403143923804', 'ï£ºï£ºï£ºï£º13347ï£ºTHISISMYCHANGEï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£º20220420ï£ºBOOKINGï£º10842.83ï£ºï£º10119.97ï£ºï£º-2891.42ï£ºï£ºï£ºï£ºï£ºï£ºï£ºACCT.ACTIVTYï£º240403143923804')), ('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c16[1]', ('FUNDS.TRANSFER', 'IDIDIT')), ('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c16[2]', ('GB0010001', 'THISISMYCHANGE')), ('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c38', ('GB0010001', 'THISISMYCHANGE'))]",IN_FBNK_IF_EVENTS_INTE000|d9e4ef5f-57e4-4780-8708-63de246dee5d|11090702655,IN_FBNK_IF_EVENTS_INTE000|d9e4ef5f-57e4-4780-8708-63de246dee5d|11090702655,5,16
41,"[('change', 'IN_FBNK_FUNDS_TRANSFER001:1:/row/c81', ('GB0010001', 'THISISMYCHANGE')), ('change', 'IN_FBNK_FUNDS_TRANSFER001:1:/row/c82', ('GB0010001', 'THISISMYCHANGE')), ('change', 'IN_FBNK_FUNDS_TRANSFER001:1:/row/c224', ('GB0010001', 'THISISMYCHANGE'))]",IN_FBNK_FUNDS_TRANSFER001|FT22110RQLY0;1|11090702655,IN_FBNK_FUNDS_TRANSFER001|FT22110RQLY0;1|11090702655,3,18
42,"[('change', 'IN_FBNK_FUNDS_TRANSFER001:1:/row/c81', ('GB0010001', 'THISISMYCHANGE')), ('change', 'IN_FBNK_FUNDS_TRANSFER001:1:/row/c82', ('GB0010001', 'THISISMYCHANGE')), ('change', 'IN_FBNK_FUNDS_TRANSFER001:1:/row/c224', ('GB0010001', 'THISISMYCHANGE'))]",IN_FBNK_FUNDS_TRANSFER001|FT22110RQLY0;2|11090702655,IN_FBNK_FUNDS_TRANSFER001|FT22110RQLY0;2|11090702655,3,18
43,"[('change', 'IN_FBNK_CR_CONTACT_LOG:1:/row/c10', ('FUNDS.TRANSFER', 'IDIDIT')), ('change', 'IN_FBNK_CR_CONTACT_LOG:1:/row/c12', ('GB0010001', 'THISISMYCHANGE')), ('change', 'IN_FBNK_CR_CONTACT_LOG:1:/row/c31', ('GB0010001', 'THISISMYCHANGE'))]",IN_FBNK_CR_CONTACT_LOG|CR2211000390|11090702655,IN_FBNK_CR_CONTACT_LOG|CR2211000390|11090702655,3,17
44,[],UP_FBNK_CR_CONTACT_LOG001|100260|11090702655,UP_FBNK_CR_CONTACT_LOG001|100260|11090702655,0,17
45,[],IN_F_LOCKING|vivekuchil|100320000000,IN_F_LOCKING|vivekuchil|100320000000,0,1
46,[],UP_F_LOCKING|vivekuchil|100270000000,UP_F_LOCKING|vivekuchil|100270000000,0,83
47,[],UP_F_LOCKING|vivekuchil|8016076509,UP_F_LOCKING|vivekuchil|8016076509,0,83
48,[],UP_F_LOCKING|vivekuchil|100190000000,UP_F_LOCKING|vivekuchil|100190000000,0,83
49,[],UP_F_LOCKING|vivekuchil|10040293706,UP_F_LOCKING|vivekuchil|10040293706,0,83
0,[],UP_F_LOCKING|vivekuchil|10030293738,UP_F_LOCKING|vivekuchil|100220000000,0,83
1,[],UP_F_LOCKING|vivekuchil|800076487,UP_F_LOCKING|vivekuchil|10040293719,0,83
2,[],UP_F_LOCKING|vivekuchil|2010074598,UP_F_LOCKING|vivekuchil|506074956,0,83
3,[],UP_F_LOCKING|vivekuchil|3015074814,UP_F_LOCKING|vivekuchil|9030117930,0,83
4,[],UP_F_LOCKING|vivekuchil|2031074595,UP_F_LOCKING|vivekuchil|100190000000,0,83
5,[],UP_F_LOCKING|vivekuchil|504074997,UP_F_LOCKING|vivekuchil|100170000000,0,83
6,[],UP_F_LOCKING|vivekuchil|2021074616,UP_F_LOCKING|vivekuchil|100200000000,0,83
7,[],UP_F_LOCKING|vivekuchil|10000293687,UP_F_LOCKING|vivekuchil|100220000000,0,83
8,[],UP_F_LOCKING|vivekuchil|10080293746,UP_F_LOCKING|vivekuchil|100240000000,0,83
9,[],UP_F_LOCKING|vivekuchil|4029074715,UP_F_LOCKING|vivekuchil|100240000000,0,83
10,[],UP_F_LOCKING|vivekuchil|100320000000,UP_F_LOCKING|vivekuchil|100320000000,0,83
11,[],UP_F_LOCKING|vivekuchil|601074303,UP_F_LOCKING|vivekuchil|9030117930,0,83
12,[],UP_F_LOCKING|vivekuchil|1026074224,UP_F_LOCKING|vivekuchil|100190000000,0,83
13,[],UP_F_LOCKING|vivekuchil|8014076450,UP_F_LOCKING|vivekuchil|100170000000,0,83
14,[],UP_F_LOCKING|vivekuchil|10060293755,UP_F_LOCKING|vivekuchil|100200000000,0,83
15,[],UP_F_LOCKING|vivekuchil|3032074834,UP_F_LOCKING|vivekuchil|100130000000,0,83
16,[],UP_F_LOCKING|vivekuchil|100230000000,UP_F_LOCKING|vivekuchil|100270000000,0,83
17,[],UP_F_LOCKING|vivekuchil|4012074741,UP_F_LOCKING|vivekuchil|100240000000,0,83
18,[],UP_FBNK_AA_INTEREST_AC000|AA2208369PFL-BUNDLEINTEREST|11030702656,UP_FBNK_AA_INTEREST_AC000|AA2208369PFL-BUNDLEINTEREST|11030702656,0,15
19,[],UP_FBNK_AA_INTEREST_AC000|AA2208369PFL-CRINTEREST|11030702656,UP_FBNK_AA_INTEREST_AC000|AA2208369PFL-CRINTEREST|11030702656,0,15
20,[],UP_FBNK_AA_INTEREST_AC000|AA2208369PFL-DRINTEREST|11030702656,UP_FBNK_AA_INTEREST_AC000|AA2208369PFL-DRINTEREST|11030702656,0,15
21,"[('change', 'UP_FBNK_AA_ARRANGEMENT006:1:/row/c73', ('GB0010001', 'THISISMYCHANGE'))]",UP_FBNK_AA_ARRANGEMENT006|AA2208369PFL-DRINTEREST-ACCRUAL|11030702656,UP_FBNK_AA_ARRANGEMENT006|AA2208369PFL-DRINTEREST-ACCRUAL|11030702656,1,23
22,"[('change', 'UP_FBNK_AA_ARRANGEMENT006:1:/row/c73', ('GB0010001', 'THISISMYCHANGE'))]",UP_FBNK_AA_ARRANGEMENT006|AA2208369PFL-CRINTEREST-ACCRUAL|11030702656,UP_FBNK_AA_ARRANGEMENT006|AA2208369PFL-CRINTEREST-ACCRUAL|11030702656,1,23
23,"[('change', 'UP_FBNK_AA_ARRANGEMENT006:1:/row/c73', ('GB0010001', 'THISISMYCHANGE'))]",UP_FBNK_AA_ARRANGEMENT006|AA2208369PFL-BUNDLEINTEREST-ACCRUAL|11030702656,UP_FBNK_AA_ARRANGEMENT006|AA2208369PFL-BUNDLEINTEREST-ACCRUAL|11030702656,1,23
24,"[('change', 'UP_FBNK_AA_ARRANGEMENT006:1:/row/c73', ('GB0010001', 'THISISMYCHANGE'))]",UP_FBNK_AA_ARRANGEMENT006|AA2208369PFL-MGMTFEE-ACCRUAL|11030702656,UP_FBNK_AA_ARRANGEMENT006|AA2208369PFL-MGMTFEE-ACCRUAL|11030702656,1,23
25,"[('change', 'UP_FBNK_EB_ACCRUAL:1:/row/c7', ('GB0010001', 'THISISMYCHANGE'))]",UP_FBNK_EB_ACCRUAL|AA2208369PFL*1B8NHMQ5*MGMTFEE*20220324|11030702656,UP_FBNK_EB_ACCRUAL|AA2208369PFL*1B8NHMQ5*MGMTFEE*20220324|11030702656,1,4
26,"[('change', 'UP_FBNK_EB_CONTRACT_BA001:1:/row/c14', ('AC.1.TR.USD.1001.2002.US.....2330.....GB0010001', 'AC.1.TR.USD.1001.2002.US.....2330.....THISISMYCHANGE')), ('change', 'UP_FBNK_EB_CONTRACT_BA001:1:/row/c16', ('GB0010001', 'THISISMYCHANGE'))]",UP_FBNK_EB_CONTRACT_BA001|111635|11030702656,UP_FBNK_EB_CONTRACT_BA001|111635|11030702656,2,16
27,[],UP_FBNK_ACCT_BALANCE_A000|111635-202204|11030702656,UP_FBNK_ACCT_BALANCE_A000|111635-202204|11030702656,0,4
28,[],IN_FBNK_CONSOL_UPDATE_000|AC.1.TR.USD.1001.2002.US.....2330.....GB0010001***20220419*6758|11030702656,IN_FBNK_CONSOL_UPDATE_000|AC.1.TR.USD.1001.2002.US.....2330.....THISISMYCHANGE***20220419*6758|11030702656,0,6
29,[],IN_FBNK_RE_SPEC_ENT_TODAY|AC.1.TR.USD.1001.2002.US.....2330.....GB0010001.ACCMGMTFEE.*205480675865264.000001*20220419|11030702656,IN_FBNK_RE_SPEC_ENT_TODAY|AC.1.TR.USD.1001.2002.US.....2330.....THISISMYCHANGE.ACCMGMTFEE.*205480675865264.000001*20220419|11030702656,0,4
30,"[('change', 'IN_FBNK_RE_CONSOL_SPEC000:1:/row/c2', ('GB0010001', 'THISISMYCHANGE')), ('change', 'IN_FBNK_RE_CONSOL_SPEC000:1:/row/c5', ('AC.1.TR.USD.1001.2002.US.....2330.....GB0010001.ACCMGMTFEE', 'AC.1.TR.USD.1001.2002.US.....2330.....THISISMYCHANGE.ACCMGMTFEE'))]",IN_FBNK_RE_CONSOL_SPEC000|205481000000000|11030702656,IN_FBNK_RE_CONSOL_SPEC000|205481000000000|11030702656,2,5
31,"[('change', 'UP_FBNK_CONT_ACTIVITY:1:/row/c13', ('AC.1.TR.USD.1001.2002.US.....2330.....GB0010001', 'AC.1.TR.USD.1001.2002.US.....2330.....THISISMYCHANGE'))]",UP_FBNK_CONT_ACTIVITY|AA2208369PFL*202204|11030702656,UP_FBNK_CONT_ACTIVITY|AA2208369PFL*202204|11030702656,1,5
32,[],UP_FBNK_CONT_CONT_ACTI000|AA2208369PFL|11030702656,UP_FBNK_CONT_CONT_ACTI000|AA2208369PFL|11030702656,0,5
33,[],IN_FBNK_PL_CONSOL_UPDA000|PL.52251.1001.2002.26.US........GB0010001*USD**20220419*6758|11030702656,IN_FBNK_PL_CONSOL_UPDA000|PL.52251.1001.2002.26.US........THISISMYCHANGE*USD**20220419*6758|11030702656,0,5
34,[],IN_FBNK_CATEG_ENT_TODAY|52251-AAAA-USD-205480675865264.000001|11030702656,IN_FBNK_CATEG_ENT_TODAY|52251-AAAA-USD-205480675865264.000001|11030702656,0,5
35,"[('change', 'IN_FBNK_CATEG_ENTRY:1:/row/c2', ('GB0010001', 'THISISMYCHANGE')), ('change', 'IN_FBNK_CATEG_ENTRY:1:/row/c56', ('PL.52251.1001.2002.26.US........GB0010001', 'PL.52251.1001.2002.26.US........THISISMYCHANGE'))]",IN_FBNK_CATEG_ENTRY|205481000000000|11030702656,IN_FBNK_CATEG_ENTRY|205481000000000|11030702656,2,5
36,[],IN_FBNK_CATEG_ENT_ACTI000|52251.20220419.GB0010001.6758|11030702656,IN_FBNK_CATEG_ENT_ACTI000|52251.20220419.THISISMYCHANGE.6758|11030702656,0,3
37,"[('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c10[4]', ('205480675865264.000001ï£ºCï£ºï£ºï£ºï£ºGB0010001ï£º190174ï£º26ï£º862ï£º0.1ï£ºï£ºï£ºï£º52251ï£º1001ï£º20220419ï£ºUSDï£ºï£ºï£ºAA2208369PFLï£ºï£ºï£ºï£ºEB.COMM.ACCRUAL*AA2208369PFL*1B8NHMQ5*MGMTFEE*20220324ï£ºAAAAï£º20220419ï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£º20220419ï£ºï£ºTRï£º1ï£ºï£ºï£ºï£ºPL.52251.1001.2002.26.US........GB0010001ï£ºï£ºNON-CONTINGENTï£º20220419ï£º1ï£º46_INPUTTERï£º46_INPUTTERï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºCATEG.ENTRYï£º240403160744951', '205480675865264.000001ï£ºCï£ºï£ºï£ºï£ºTHISISMYCHANGEï£º190174ï£º26ï£º862ï£º0.1ï£ºï£ºï£ºï£º52251ï£º1001ï£º20220419ï£ºUSDï£ºï£ºï£ºAA2208369PFLï£ºï£ºï£ºï£ºEB.COMM.ACCRUAL*AA2208369PFL*1B8NHMQ5*MGMTFEE*20220324ï£ºAAAAï£º20220419ï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£º20220419ï£ºï£ºTRï£º1ï£ºï£ºï£ºï£ºPL.52251.1001.2002.26.US........THISISMYCHANGEï£ºï£ºNON-CONTINGENTï£º20220419ï£º1ï£º46_INPUTTERï£º46_INPUTTERï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºCATEG.ENTRYï£º240403160744951')), ('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c10[5]', ('205480675865264.000001ï£ºRï£ºï£º111635ï£ºï£ºGB0010001ï£º190174ï£º26ï£ºACCï£º-0.1ï£ºï£ºï£ºï£ºï£º1001ï£º20220419ï£ºUSDï£ºï£ºï£ºAA2208369PFLï£ºï£º20220419ï£ºï£ºEB.COMM.ACCRUAL*AA2208369PFL*1B8NHMQ5*MGMTFEE*20220324ï£ºAAAAï£º20220419ï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£º20220419ï£ºï£ºTRï£º1ï£ºï£ºï£ºï£ºAC.1.TR.USD.1001.2002.US.....2330.....GB0010001ï£ºACCMGMTFEEï£ºNON-CONTINGENTï£º20220419ï£ºï£º46_INPUTTERï£º46_INPUTTERï£º111635ï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºRE.CONSOL.SPEC.ENTRYï£º240403160744967', '205480675865264.000001ï£ºRï£ºï£º111635ï£ºï£ºTHISISMYCHANGEï£º190174ï£º26ï£ºACCï£º-0.1ï£ºï£ºï£ºï£ºï£º1001ï£º20220419ï£ºUSDï£ºï£ºï£ºAA2208369PFLï£ºï£º20220419ï£ºï£ºEB.COMM.ACCRUAL*AA2208369PFL*1B8NHMQ5*MGMTFEE*20220324ï£ºAAAAï£º20220419ï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£º20220419ï£ºï£ºTRï£º1ï£ºï£ºï£ºï£ºAC.1.TR.USD.1001.2002.US.....2330.....THISISMYCHANGEï£ºACCMGMTFEEï£ºNON-CONTINGENTï£º20220419ï£ºï£º46_INPUTTERï£º46_INPUTTERï£º111635ï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºï£ºRE.CONSOL.SPEC.ENTRYï£º240403160744967')), ('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c16[2]', ('GB0010001', 'THISISMYCHANGE')), ('change', 'IN_FBNK_IF_EVENTS_INTE000:1:/row/c38', ('GB0010001', 'THISISMYCHANGE'))]",IN_FBNK_IF_EVENTS_INTE000|6c3884b8-85fd-43be-b139-16580a190bc2|11030702656,IN_FBNK_IF_EVENTS_INTE000|6c3884b8-85fd-43be-b139-16580a190bc2|11030702656,4,16
38,[],UP_FBNK_AA_INTEREST_AC000|AA220836BP1S-BUNDLEINTEREST|8022076477,UP_FBNK_AA_INTEREST_AC000|AA220836BP1S-BUNDLEINTEREST|8022076477,0,15
39,[],UP_FBNK_AA_INTEREST_AC000|AA220836BP1S-CRINTEREST|8022076477,UP_FBNK_AA_INTEREST_AC000|AA220836BP1S-CRINTEREST|8022076477,0,15
40,[],UP_FBNK_AA_INTEREST_AC000|AA220836BP1S-DRINTEREST|8022076477,UP_FBNK_AA_INTEREST_AC000|AA220836BP1S-DRINTEREST|8022076477,0,15
41,"[('change', 'UP_FBNK_AA_ARRANGEMENT006:1:/row/c73', ('GB0010001', 'THISISMYCHANGE'))]",UP_FBNK_AA_ARRANGEMENT006|AA220836BP1S-DRINTEREST-ACCRUAL|8022076477,UP_FBNK_AA_ARRANGEMENT006|AA220836BP1S-DRINTEREST-ACCRUAL|8022076477,1,23
